Target,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Scholarship holder,Age at enrollment,Application mode,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Debtor,Displaced,Gender,Curricular units 2nd sem (evaluations)
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,5,5,0,0,1,0
0,2,0.7057242728687207,3,0.1433850300978261,1,0,29,39,5,5,1,0,1,11
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,22,17,6,6,0,1,1,7
1,6,0.475797905665393,4,0.5909554409553017,1,0,21,43,7,7,0,1,0,8
2,7,0.7082581552827979,7,0.6726464436765145,1,1,19,1,8,8,0,1,0,8
2,6,0.442951281779203,6,0.5295242080925111,1,1,18,1,6,6,0,1,0,6
0,3,0.344411410120634,3,0.9858705093589564,1,1,18,1,5,5,0,1,0,9
0,3,0.6728776489825311,5,0.522503495765335,0,0,40,39,6,6,1,0,0,16
0,0,-1.9548522619126447,3,0.4242135231848697,0,0,20,17,6,6,1,1,0,16
0,5,0.4668636239683493,5,0.4146653544199101,1,0,18,1,8,8,0,1,1,15
2,7,0.6634928993007627,12,0.4242135231848697,1,0,31,43,10,12,0,0,1,13
2,5,0.5677684525467243,4,0.2486957150054674,1,1,18,1,5,5,0,0,1,5
0,4,0.2411791636211806,6,0.3189028382772284,1,0,22,43,6,6,0,1,1,11
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,38,51,5,5,1,0,1,5
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,33,43,5,5,0,0,1,5
1,3,0.3115647862344443,5,0.3118821259500523,1,1,19,1,5,5,0,0,1,12
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,17,6,6,0,0,1,0
1,4,0.4101046578930135,5,0.3961306738761651,0,1,18,1,5,5,0,0,1,8
2,5,0.6071844012101517,6,0.4242135231848697,1,0,27,51,5,6,0,1,1,5
2,6,0.5743377773239621,6,0.4442727012625156,1,0,26,39,6,6,0,0,1,6
2,8,0.7144833725717046,7,0.5152821916573829,1,1,19,1,8,7,0,1,0,9
0,5,0.5283525038832964,5,0.3750685368946369,1,0,44,51,7,7,0,0,1,10
2,5,0.3115647862344443,5,0.3540063999131088,1,0,19,1,5,5,0,1,1,9
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,20,18,6,6,0,1,1,6
1,6,0.750515123622616,6,0.9624681349350362,1,0,24,39,6,6,1,0,1,11
2,13,0.4101046578930135,13,0.2186069478889986,1,0,31,43,14,14,0,0,0,14
2,6,0.5086445295515826,6,0.6699384546360325,1,0,25,43,6,6,0,1,0,6
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,19,17,6,6,1,1,0,0
0,8,0.9520739520151434,7,0.7508772381793336,1,0,18,17,8,7,0,1,0,9
1,3,0.344411410120634,5,0.5646277697283913,0,0,19,43,6,6,0,1,0,12
1,5,0.232732888907589,4,0.4909102902930425,1,1,19,1,7,7,0,1,0,9
1,0,-1.9548522619126447,1,0.1433850300978261,1,0,19,17,5,5,0,1,0,13
0,2,0.1144850429173062,2,0.2837992766413477,1,0,24,39,6,6,0,0,0,20
2,6,0.5414911534377721,6,0.8805598244513152,1,0,20,1,6,6,0,0,0,6
2,6,0.8371107684134794,6,0.9256929751260184,1,0,18,17,6,6,0,0,0,7
2,6,0.8699573922996694,6,0.6248053039613295,1,1,18,1,6,6,0,0,0,6
1,2,0.1144850429173062,3,0.2135921533695871,1,0,21,17,5,5,0,1,0,12
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,28,7,7,7,1,0,0,7
1,5,0.4101046578930135,4,0.2637400985637018,1,1,18,1,5,5,0,0,0,9
0,4,0.3115647862344443,5,0.5646277697283913,1,0,18,1,6,6,1,0,0,10
2,5,0.8042641445272898,6,0.2486957150054674,1,1,18,1,6,6,0,0,0,11
2,5,0.3312727605661581,5,0.3118821259500523,1,1,18,17,5,5,0,1,0,10
0,3,0.4664131559836245,3,0.0731779068260651,0,1,19,1,5,5,0,1,0,10
2,8,0.974628633750327,6,0.7515542354394543,1,1,19,17,8,7,0,0,0,9
2,6,0.3115647862344443,5,0.2276335780239392,1,1,20,1,6,6,1,0,0,9
2,7,0.4382589069383187,9,0.4242135231848697,1,0,34,43,7,11,0,0,0,12
1,5,0.4416374168237555,5,0.3877058190835539,1,0,39,39,7,7,0,1,0,8
2,8,0.691435991478228,8,0.6546684053244242,1,0,19,17,8,8,0,1,0,8
2,2,1.099883759502997,6,1.020974070994837,1,0,24,39,6,6,0,1,0,6
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,10,6,6,0,1,0,0
0,0,-1.9548522619126447,2,0.0380743451901848,1,0,19,17,5,5,0,1,1,9
2,3,0.2130249145758753,5,0.3118821259500523,1,1,18,1,5,5,0,0,1,8
1,5,0.2918568119027306,5,0.6067520436914478,1,0,20,1,5,5,1,1,1,10
2,8,0.4812723429797577,7,0.5804243724645375,1,0,19,1,8,7,1,1,1,11
0,2,0.6071844012101517,4,0.2697578519869956,1,0,19,1,6,6,0,1,1,14
0,4,0.459374593722298,6,0.7050420162719129,1,0,19,17,6,6,0,0,1,10
0,2,0.0159451712587371,4,0.0907296876440055,1,0,41,39,5,5,0,1,1,7
2,8,0.5458707032892645,6,0.6684340162802093,1,0,19,1,8,7,0,0,1,9
1,4,0.2130249145758753,3,0.45931708482075,1,0,19,43,6,6,0,0,1,9
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,23,7,8,7,0,1,1,0
0,5,0.9619279391810004,5,0.6248053039613295,1,0,18,1,5,5,0,0,1,16
2,5,0.3706887092295859,5,0.4803792218022782,1,0,19,1,5,5,0,0,1,13
2,6,0.9356506400720483,6,0.7752491395436738,1,0,20,44,6,6,0,1,1,7
0,2,0.1144850429173062,2,0.2486957150054674,0,0,35,39,5,5,1,0,1,8
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,34,39,6,6,0,0,1,9
2,6,0.5825494332955093,6,0.3189028382772284,0,1,19,1,6,6,1,1,0,8
2,5,0.4889365552198688,5,0.2486957150054674,0,0,22,15,6,6,1,1,1,8
2,6,0.475797905665393,6,0.8103527011795543,1,0,20,17,6,6,0,0,1,8
1,2,0.5086445295515826,2,0.45931708482075,1,0,27,42,5,2,0,0,1,6
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,30,39,5,5,1,0,1,5
1,1,0.2130249145758753,0,-2.1734500378702823,1,0,34,39,5,5,0,0,1,8
0,0,-1.9548522619126447,2,0.0380743451901848,0,0,20,1,6,6,0,1,1,16
2,6,0.6400310250963411,6,0.3189028382772284,1,0,18,17,6,6,0,1,1,6
0,0,-1.9548522619126447,0,-2.1734500378702823,1,1,26,1,5,5,0,0,1,6
2,5,0.4889365552198688,5,0.4382549478392218,1,0,26,39,5,5,0,0,1,5
0,0,-1.9548522619126447,2,0.0380743451901848,0,0,26,39,5,5,0,0,1,9
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,31,39,5,5,1,0,1,6
2,11,0.8699573922996694,12,0.8981116052692556,1,1,20,1,11,12,0,1,1,14
2,3,0.5414911534377721,6,0.2837992766413477,1,0,19,1,6,6,0,1,1,10
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,23,17,5,5,1,1,1,5
0,0,-1.9548522619126447,1,0.5646277697283913,1,1,20,1,7,7,0,1,1,15
2,9,1.0035336627701743,7,1.124880613437043,1,0,20,51,10,7,0,0,1,11
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,29,39,5,6,0,1,1,10
2,4,0.5579144653808671,6,0.389109961548989,1,1,20,1,6,6,0,1,1,8
2,6,0.6663083242052932,6,0.6278141806729762,1,0,24,1,7,7,0,0,1,7
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,37,39,7,7,0,0,1,13
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,8,7,0,1,1,0
0,0,-1.9548522619126447,0,-2.1734500378702823,0,1,18,1,0,0,1,1,1,0
2,7,0.7169859724868436,7,0.6819739614826209,1,0,18,17,8,8,0,0,1,8
1,6,0.929678526638196,5,0.8454562628154348,1,0,41,44,6,7,1,0,1,16
0,3,0.0816384190311166,4,0.3540063999131088,1,0,35,39,6,6,0,0,1,11
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,19,17,6,5,0,0,0,0
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,1,0
1,3,0.3559077284808004,4,0.3013510574592881,1,0,48,39,7,7,0,0,0,14
2,6,0.4462359441678218,6,0.3926203177125769,1,0,19,1,7,7,0,1,0,7
0,4,0.2130249145758753,6,0.3189028382772284,0,0,30,44,8,9,0,1,1,21
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,51,43,4,4,1,0,1,4
2,5,0.8699573922996694,6,0.9858705093589564,1,0,18,10,6,6,0,0,0,10
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,0,0
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,0,0
2,8,0.6929140895531068,8,0.6562480655980394,1,1,18,1,8,8,0,1,0,8
0,0,-1.9548522619126447,4,0.6699384546360325,1,0,18,1,5,5,0,1,0,9
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,0,0
2,17,0.4448834361254491,17,0.2486957150054674,1,0,23,18,17,17,0,1,0,17
1,3,0.2130249145758753,2,0.0380743451901848,1,0,19,1,6,6,0,1,0,6
1,2,0.3115647862344443,4,0.3540063999131088,1,0,21,1,6,6,0,0,0,17
0,4,0.3115647862344443,5,0.3961306738761651,0,0,18,1,6,6,1,1,0,11
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,0,0
2,8,0.8042641445272898,10,0.8805598244513152,1,0,21,53,9,11,0,1,0,15
2,6,0.5414911534377721,6,0.6348348930001524,1,0,20,43,6,6,1,0,0,8
2,9,0.5195934041803124,9,0.3540063999131088,1,0,24,42,10,11,0,0,0,21
2,6,0.8042641445272898,6,1.0121981805858669,1,0,18,1,6,6,0,1,0,9
2,6,0.6301770379304845,6,0.5892002628735078,1,0,18,17,7,7,0,1,0,7
2,6,0.344411410120634,6,0.5295242080925111,1,0,19,1,6,6,0,1,0,7
2,6,0.8371107684134794,6,0.6348348930001524,1,1,20,44,6,6,0,1,0,6
2,8,1.1319092177920318,7,0.7493727998235103,1,0,18,1,8,7,0,1,0,8
2,7,0.5962042440824824,7,0.5528931505529684,1,0,18,1,8,8,0,1,0,8
1,5,0.2130249145758753,5,0.4242135231848697,1,0,19,17,6,6,0,1,0,8
2,6,0.8568187427451931,6,0.8314148381610825,1,0,19,1,7,7,0,1,0,7
2,5,0.8042641445272898,5,0.5646277697283913,1,0,18,1,6,6,0,1,0,8
2,8,0.5054419837226791,8,0.4558944875612518,1,0,20,1,8,8,0,1,0,8
2,8,1.0629313076310336,7,0.6548940710777983,1,0,18,1,8,7,0,1,0,8
0,0,-1.9548522619126447,3,0.0731779068260651,0,0,18,17,6,6,1,0,0,12
2,5,0.4495206065564409,5,1.0701190572850696,1,0,18,1,6,6,0,1,0,7
2,6,0.6958702857028637,6,0.6594073861452683,1,0,18,1,7,7,0,1,0,7
2,6,0.5283525038832964,6,0.4803792218022782,1,1,18,17,7,7,0,1,0,7
2,8,0.5948669172528305,7,0.4563082081091031,1,0,20,1,8,7,0,1,0,12
2,5,0.5677684525467243,5,0.1012607561347698,1,1,22,1,6,6,0,1,0,7
1,5,0.9225119905175728,5,0.3961306738761651,1,0,20,43,6,6,1,0,0,8
1,2,0.7057242728687207,5,0.8173734135067302,1,0,20,44,6,6,0,1,0,12
2,6,0.8042641445272898,6,0.7401455779077935,1,0,18,1,6,6,0,1,0,6
1,3,0.0159451712587371,5,0.522503495765335,1,0,18,1,6,6,0,0,0,14
2,4,0.5086445295515826,5,0.6067520436914478,1,0,18,17,5,5,0,0,0,6
0,0,-1.9548522619126447,1,0.7752491395436738,1,1,18,17,6,6,1,0,0,6
2,5,0.8042641445272898,8,0.7489214683167635,1,0,19,17,6,8,0,0,0,8
2,5,0.5508759031195406,5,0.45931708482075,1,1,19,1,5,5,0,1,0,8
2,6,0.5086445295515826,6,0.6548940710777983,1,1,18,17,6,6,0,0,0,6
1,5,0.6071844012101517,5,0.3118821259500523,0,1,18,1,6,6,0,0,0,7
2,8,1.0232416371018878,7,0.9581888436118048,1,1,18,17,8,7,0,1,0,9
2,8,0.6502955950607756,7,0.5709464108228496,1,0,18,1,8,7,0,1,0,8
2,6,0.475797905665393,6,0.8956042080095497,1,0,19,17,6,6,0,1,0,7
2,4,0.2622948504051598,5,0.1433850300978261,1,0,18,17,6,6,0,1,0,9
2,8,0.6796112068791998,8,0.6420311231355076,1,1,25,39,8,8,0,0,0,8
2,7,0.572836217374879,6,0.5242586738471284,1,1,19,1,8,7,0,1,0,11
2,8,0.7820926734041117,7,0.7580985422872862,1,0,18,17,8,7,0,1,0,9
2,4,0.5677684525467243,6,0.5646277697283913,1,0,19,17,6,6,0,1,0,9
2,6,0.7418555591435291,6,0.7085523724355007,1,0,18,1,7,7,0,0,0,7
0,1,0.4101046578930135,5,0.5646277697283913,1,0,24,39,6,6,0,0,0,12
2,5,0.2524408632393028,5,0.522503495765335,1,0,21,1,6,6,0,1,0,7
2,6,0.442951281779203,6,0.6849828381942671,1,1,18,1,6,6,0,1,0,6
2,6,0.6400310250963411,6,0.5997313313642716,1,0,18,1,6,6,0,1,0,6
2,6,0.9028040161858588,6,0.9858705093589564,1,1,20,1,6,6,0,0,0,6
2,5,0.2918568119027306,6,0.4944206464566303,1,0,19,1,6,6,0,1,0,8
0,6,0.635338650255457,6,0.7451603724272051,1,1,19,1,6,6,0,1,0,7
2,8,0.9939533974700354,7,0.9211796600585488,1,0,30,1,8,7,0,1,0,8
2,8,0.8111619355433897,8,0.7826208874872087,1,0,18,1,8,8,0,0,0,8
2,3,0.8042641445272898,4,0.1433850300978261,1,0,18,17,5,5,0,1,0,8
2,6,0.6728776489825311,6,0.6348348930001524,1,1,18,1,6,6,0,1,0,6
2,7,0.475140973187669,6,0.3060900382801321,1,0,20,18,8,7,0,0,0,9
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,19,1,6,6,0,0,0,0
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,19,43,6,6,0,1,0,12
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,19,1,0,0,0,1,0,0
2,6,0.4101046578930135,6,0.4141839341460468,1,1,18,1,6,6,0,1,0,6
1,5,0.5007613398188971,5,0.4508922300281389,1,0,17,1,8,8,0,1,0,14
2,6,0.6400310250963411,6,0.389109961548989,1,0,19,18,7,7,0,1,0,9
1,2,0.3115647862344443,5,0.3189028382772284,1,0,18,1,6,6,0,1,0,8
2,7,0.9630541091428126,7,0.9449497860805588,1,0,25,7,8,8,0,0,0,8
0,6,0.3537961598024024,5,0.059136482171713,1,0,19,1,6,6,0,1,0,10
1,6,0.6071844012101517,8,0.5909554409553017,0,0,24,53,9,9,1,1,0,13
2,6,0.5414911534377721,6,0.5295242080925111,1,1,19,1,6,6,1,1,0,6
1,0,-1.9548522619126447,0,-2.1734500378702823,1,1,20,18,8,8,0,0,0,8
2,5,0.7648481958638623,5,0.5646277697283913,1,1,20,1,6,6,0,1,0,6
2,8,0.7476037183236127,7,0.5067068930291885,1,1,20,1,8,7,0,1,0,8
2,3,0.0816384190311166,4,0.1960403725516468,1,0,19,17,5,5,0,1,0,10
2,12,0.6981442827411385,11,0.7369543450318045,1,0,31,7,12,12,0,1,0,16
2,3,0.6071844012101517,3,0.4242135231848697,1,0,20,1,5,5,0,0,0,8
1,5,0.3312727605661581,3,0.4242135231848697,1,0,18,1,5,5,0,1,0,8
1,3,0.1473316668034958,4,0.617283112182212,1,0,18,17,6,6,1,0,0,10
2,5,1.0801757851712834,6,0.7050420162719129,1,0,18,1,6,6,0,1,0,9
1,3,0.2130249145758753,8,0.4856447560476604,1,0,20,51,10,11,1,0,0,10
2,6,0.4382589069383187,6,0.950766947723076,1,1,20,17,6,6,0,1,0,8
0,5,0.631819369124794,5,0.1855093040608825,1,1,19,17,6,6,0,0,0,10
2,5,0.4495206065564409,5,0.2276335780239392,1,1,21,17,5,5,0,0,0,6
2,8,0.655359449576563,7,0.5930616546534543,1,0,18,1,8,7,0,1,0,9
0,10,0.2918568119027306,10,0.5646277697283913,1,0,21,51,11,10,0,1,0,11
1,7,0.5325756412400919,4,0.533034564256099,1,0,19,1,7,7,0,1,0,7
2,5,0.5086445295515826,6,0.6699384546360325,1,0,20,44,6,6,0,0,0,9
1,3,0.6071844012101517,6,0.8354266737766118,1,0,20,44,6,6,0,0,0,9
2,6,0.9028040161858588,5,0.6699384546360325,1,1,18,1,6,6,0,1,0,6
2,5,0.6071844012101517,4,0.0907296876440055,1,1,18,1,5,5,0,1,0,5
2,6,0.3772580340068238,6,0.2135921533695871,1,1,18,17,6,6,0,1,0,9
2,5,0.6634928993007627,3,0.5646277697283913,1,1,21,43,5,7,0,1,0,12
2,6,0.7976948197500523,6,0.7682284272164982,1,0,18,1,7,7,0,0,0,7
2,8,0.8321016582708355,8,0.8049994080300824,1,1,18,1,8,8,0,1,0,8
2,4,0.3608347220637289,4,0.2697578519869956,1,1,20,17,6,6,0,1,0,10
2,8,0.9348294744748936,8,0.9147857970462984,1,1,32,42,8,8,0,0,0,8
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,34,39,5,5,0,0,0,5
2,8,0.5419017362363495,6,0.5632236272629562,1,1,23,1,8,7,0,1,0,9
1,5,0.4495206065564409,4,0.1960403725516468,1,0,18,1,6,6,0,1,0,11
2,5,0.5677684525467243,5,0.3961306738761651,1,0,18,17,6,6,0,0,0,10
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,34,43,0,0,0,1,0,0
1,4,0.3608347220637289,6,0.2135921533695871,1,0,25,39,6,6,1,0,0,6
2,5,0.3706887092295859,5,0.3961306738761651,1,0,21,1,5,5,0,0,0,7
0,0,-1.9548522619126447,0,-2.1734500378702823,1,1,20,1,6,6,0,1,0,12
2,6,0.344411410120634,6,0.2135921533695871,1,0,18,1,6,6,0,1,0,6
2,6,0.6268923755418654,6,0.7451603724272051,1,0,18,17,6,6,0,1,0,15
2,6,0.6728776489825311,6,0.5345390026119224,1,0,18,17,6,6,0,0,0,6
0,0,-1.9548522619126447,1,-0.0672363397174564,1,0,24,39,6,6,0,1,0,12
2,13,0.2888248158516974,14,-0.0221031890427531,0,0,32,51,13,15,1,0,0,13
0,3,0.0816384190311166,6,0.2035625643307642,0,0,24,39,6,6,1,1,0,16
0,0,-1.9548522619126447,6,0.7401455779077935,1,1,18,1,6,6,0,0,0,7
2,5,0.5283525038832964,6,0.5345390026119224,1,0,28,51,6,6,0,0,0,8
0,4,0.4101046578930135,6,0.2837992766413477,1,1,18,17,6,6,0,1,0,9
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,24,7,5,6,0,1,0,10
2,5,0.6466003498735791,5,0.8594976874697869,1,0,19,1,5,5,0,0,0,6
2,6,0.8371107684134794,6,0.950766947723076,1,0,44,39,6,6,0,0,0,6
2,6,0.4101046578930135,6,0.8454562628154348,1,1,18,16,6,6,0,1,0,9
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,0,0
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,22,1,6,6,0,0,0,0
2,6,0.5414911534377721,6,0.4242135231848697,1,1,18,18,7,7,0,0,0,7
2,5,0.4889365552198688,5,0.3118821259500523,1,0,44,39,5,5,0,0,0,5
0,5,0.1341930172490199,5,0.6067520436914478,1,0,33,39,6,6,1,0,0,7
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,32,39,5,6,1,0,0,10
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,35,39,6,6,0,0,0,0
2,6,0.6634928993007627,6,0.2486957150054674,1,0,20,1,6,6,0,1,0,7
2,5,0.4495206065564409,5,0.4803792218022782,1,0,24,39,6,6,0,1,0,7
2,8,0.8480596430422089,7,0.6789650847709737,1,0,19,1,8,7,0,0,0,9
1,5,0.6071844012101517,5,0.2697578519869956,1,0,21,1,6,6,0,1,0,6
2,6,0.7714175206411001,6,0.7050420162719129,1,1,19,1,6,6,0,1,1,6
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,27,42,6,6,0,1,1,8
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,30,39,6,6,0,0,0,0
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,21,17,0,0,0,1,1,0
2,6,0.4664131559836245,6,0.2486957150054674,1,0,19,1,6,6,0,1,1,8
1,4,0.3608347220637289,2,0.2486957150054674,1,0,34,39,5,5,0,0,0,9
2,7,0.589939923669902,7,0.3178998793733458,1,0,18,43,8,7,0,0,1,10
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,21,1,0,0,0,1,1,0
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,17,1,0,0,0,1,1,0
2,6,0.600615076432914,6,0.5576070574012157,1,1,19,1,7,7,0,1,0,7
2,6,0.7385708967549104,6,0.7401455779077935,1,0,18,1,6,6,0,1,1,6
2,8,0.8769372998754845,7,0.8017272546061663,1,0,19,17,8,7,0,1,0,8
0,0,-1.9548522619126447,5,0.389109961548989,1,0,45,39,8,10,1,0,0,8
2,4,0.459374593722298,6,0.4944206464566303,1,0,26,39,6,6,0,1,0,21
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,51,39,5,4,0,1,1,0
2,6,0.8371107684134794,6,0.4141839341460468,1,1,49,39,6,6,1,0,1,7
1,4,0.8781690482712167,3,0.8805598244513152,1,0,22,42,7,6,0,0,1,8
0,1,0.0159451712587371,2,-0.0672363397174564,1,0,22,17,5,5,0,1,1,7
0,2,0.4101046578930135,2,0.2486957150054674,1,0,33,7,5,5,0,0,0,8
2,4,0.3115647862344443,5,0.2697578519869956,1,0,20,10,5,5,0,0,0,6
2,6,0.344411410120634,6,0.45931708482075,1,1,18,1,6,6,0,1,0,6
0,2,0.2130249145758753,3,0.2837992766413477,0,0,20,1,6,6,1,1,0,10
2,10,0.3312727605661581,7,0.6548940710777983,1,0,37,57,10,10,0,0,0,11
2,6,0.7057242728687207,6,0.7050420162719129,1,0,18,1,6,6,0,1,1,6
2,6,0.442951281779203,6,0.45931708482075,1,0,19,1,6,6,0,1,0,6
2,4,0.5677684525467243,6,0.5646277697283913,1,0,21,44,6,6,0,1,0,15
2,7,0.5762147272603158,6,0.5189931396017463,1,0,20,1,8,7,0,0,0,9
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,19,1,8,7,0,1,0,0
0,4,0.2573678568222313,4,0.6699384546360325,1,0,20,17,7,7,0,1,0,11
2,8,1.0259788557590703,7,0.6609118245010915,1,0,18,17,8,7,0,1,0,8
2,7,0.6944625732505979,7,0.6579029477894444,1,0,19,1,8,8,0,1,0,8
2,5,0.1801782906896857,4,0.1433850300978261,1,0,18,1,6,6,0,0,0,12
2,6,0.4664131559836245,6,0.2135921533695871,1,1,18,17,6,6,0,1,0,7
0,0,-1.9548522619126447,2,-0.0672363397174564,1,0,18,1,1,5,0,1,0,1
1,6,0.6203230507646278,5,0.6573011724471156,1,0,19,1,7,7,0,1,0,8
2,8,0.816581628484611,7,0.399139550587812,1,1,18,1,8,7,0,1,0,8
2,6,0.7057242728687207,6,0.8103527011795543,1,1,19,1,6,6,0,1,0,6
2,11,0.5355190400039197,12,0.5322244820645022,1,1,24,53,11,12,1,0,0,13
1,2,0.4101046578930135,6,0.5646277697283913,1,0,20,44,6,6,0,0,0,18
2,4,0.2622948504051598,5,0.522503495765335,1,1,21,1,5,5,0,1,0,7
0,5,0.4101046578930135,4,0.5646277697283913,0,0,20,44,6,6,1,0,0,11
2,8,0.7385708967549104,7,0.6428585642312107,1,1,19,17,8,7,0,1,0,9
2,8,0.6835528017455424,7,0.6458674409428575,1,1,19,17,8,7,0,1,0,8
2,7,0.6719391740143539,7,0.6338319340962695,1,0,18,1,8,8,0,1,0,8
2,5,0.2130249145758753,5,0.7752491395436738,1,0,19,1,6,6,0,1,0,14
2,5,0.6466003498735791,5,0.4803792218022782,1,0,21,17,5,5,0,1,0,5
2,6,1.001343887844428,6,0.7752491395436738,1,1,19,1,6,6,0,1,0,6
2,6,0.5414911534377721,6,0.6548940710777983,1,1,18,1,6,6,0,1,0,6
2,6,0.5086445295515826,6,0.5646277697283913,1,1,17,17,6,6,0,1,0,6
1,5,0.2130249145758753,5,0.4944206464566303,1,0,19,18,6,6,0,1,0,8
0,3,0.475797905665393,3,-0.0672363397174564,0,0,23,17,5,5,0,1,1,9
2,6,0.3663091593780944,6,0.5295242080925111,1,0,19,1,6,6,0,1,0,10
2,6,0.5907610892670567,6,0.5470759889104511,1,0,18,1,7,7,0,1,0,7
2,5,0.7648481958638623,6,0.6248053039613295,1,0,20,1,6,6,0,1,0,8
2,5,0.7648481958638623,5,0.9016219614328436,1,1,19,1,5,5,0,1,0,5
2,6,0.7385708967549104,6,0.7752491395436738,1,1,18,1,6,6,0,1,0,6
2,6,1.001343887844428,6,0.8053379066601426,1,1,19,17,6,6,0,0,0,6
2,6,0.475797905665393,6,0.2837992766413477,1,0,19,1,6,6,0,1,0,6
2,8,0.8786617476295093,8,0.854758706648943,1,0,18,17,8,8,0,1,0,9
2,7,0.6156306759237435,7,0.45931708482075,1,0,18,17,8,7,0,1,0,9
2,6,0.8338261060248606,6,0.8068423450159664,1,1,19,1,7,7,0,1,0,7
2,7,0.5030136797425214,7,0.4532993313974562,1,1,19,1,8,8,0,0,0,12
2,6,0.8338261060248606,6,0.8068423450159664,1,0,19,1,7,7,0,0,0,7
2,8,0.8136254323348537,7,0.7904606829192227,1,0,21,1,8,7,0,1,0,8
2,6,0.9356506400720483,6,0.9557817422424876,1,0,18,1,6,6,0,1,0,6
2,6,0.6400310250963411,6,0.8354266737766118,1,1,19,1,6,6,0,0,0,6
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,18,1,4,4,0,0,0,4
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,30,7,6,6,0,0,0,0
0,5,1.0341905117306176,6,0.9858705093589564,1,0,18,17,6,6,0,1,0,8
2,6,0.5349218286605343,6,0.4873999341294543,1,1,20,1,7,7,0,1,0,7
0,5,0.5283525038832964,5,0.1855093040608825,0,0,25,39,5,5,1,0,0,5
2,6,0.8502494179679555,6,0.8243941258339068,1,0,18,1,7,7,0,1,0,7
1,3,0.2787181623482548,5,0.3961306738761651,1,0,21,1,5,5,0,1,0,10
2,7,1.1392997081664245,7,1.1333054682296542,1,0,18,1,8,8,0,0,0,8
2,6,1.0407598365078556,6,1.0279947833220129,1,0,18,1,7,7,0,1,0,7
0,5,1.119591733834711,6,1.196491879174239,0,0,29,17,6,6,0,1,0,8
2,12,0.5790301521648463,14,0.4724809204342052,1,0,20,43,12,17,0,0,0,24
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,26,7,8,7,0,0,0,0
2,6,0.4101046578930135,5,0.4382549478392218,1,0,21,1,6,6,0,1,0,6
2,8,0.7611529506766658,8,0.729175714896581,1,1,19,18,8,8,0,0,0,9
0,5,0.344411410120634,6,0.389109961548989,1,0,19,17,6,6,1,1,0,8
1,5,0.3772580340068238,5,0.3118821259500523,1,0,21,17,6,6,0,0,0,8
2,4,0.4101046578930135,4,0.1012607561347698,1,0,20,18,6,6,1,0,0,15
2,8,0.8606782210518207,7,0.6193893258803648,1,1,18,1,8,7,0,1,0,8
0,3,0.1473316668034958,4,0.3540063999131088,0,0,20,1,6,6,0,1,0,15
